"indicador";"País";"Exportaciones e importaciones mensuales";"Trimestres y meses";"Años";"valor";"notas";"fuente";""
"Exportaciones e importaciones mensuales";"Argentina";"Exportaciones totales";"Octubre";"2005";"3398.85657";"";"[599]"
"Exportaciones e importaciones mensuales";"Argentina";"Exportaciones totales";"Noviembre";"2005";"3273.90671";"";"[599]"
"Exportaciones e importaciones mensuales";"Argentina";"Exportaciones totales";"Diciembre";"2005";"3644.56756";"";"[599]"
"Exportaciones e importaciones mensuales";"Argentina";"Exportaciones totales";"IV";"2005";"10317.33084";"";"[599]"
"Exportaciones e importaciones mensuales";"Argentina";"Exportaciones totales";"Enero";"2006";"3181.652626";"";"[888]"
"Exportaciones e importaciones mensuales";"Argentina";"Exportaciones totales";"Febrero";"2006";"3082.79297";"";"[888]"
"Exportaciones e importaciones mensuales";"Argentina";"Exportaciones totales";"Marzo";"2006";"3641.81255";"";"[888]"
"Exportaciones e importaciones mensuales";"Argentina";"Exportaciones totales";"Abril";"2006";"3918.13396";"";"[888]"
"Exportaciones e importaciones mensuales";"Argentina";"Exportaciones totales";"Mayo";"2006";"4181.17211";"";"[888]"
"Exportaciones e importaciones mensuales";"Argentina";"Exportaciones totales";"Junio";"2006";"3843.69782";"";"[888]"
"Exportaciones e importaciones mensuales";"Argentina";"Exportaciones totales";"Julio";"2006";"3813.484297";"";"[888]"
"Exportaciones e importaciones mensuales";"Argentina";"Exportaciones totales";"Agosto";"2006";"4239.732514";"";"[888]"
"Exportaciones e importaciones mensuales";"Argentina";"Exportaciones totales";"Septiembre";"2006";"4034.990635";"";"[888]"
"Exportaciones e importaciones mensuales";"Argentina";"Exportaciones totales";"Octubre";"2006";"4201.529553";"";"[888]"
"Exportaciones e importaciones mensuales";"Argentina";"Exportaciones totales";"Noviembre";"2006";"4098.731956";"";"[888]"
"Exportaciones e importaciones mensuales";"Argentina";"Exportaciones totales";"Diciembre";"2006";"4218.676021";"";"[888]"
"Exportaciones e importaciones mensuales";"Argentina";"Exportaciones totales";"Enero";"2007";"3389.549992";"";"[888]"
"Exportaciones e importaciones mensuales";"Argentina";"Exportaciones totales";"Febrero";"2007";"3587.33809";"";"[888]"
"Exportaciones e importaciones mensuales";"Argentina";"Exportaciones totales";"Marzo";"2007";"4172.58585";"";"[888]"
"Exportaciones e importaciones mensuales";"Argentina";"Exportaciones totales";"Abril";"2007";"4298.5555";"";"[888]"
"Exportaciones e importaciones mensuales";"Argentina";"Exportaciones totales";"Mayo";"2007";"4855.84475";"";"[888]"
